,Main Location,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Description,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Servant Quarters,Kitchens,Store Rooms,Storey Unit,Property era
3454,G-13,5.5,7.0,7.0,6.0,House For Sale G13/3* G13/3 7 Marla 3060 Marla House For Sale 2 Unit 5Bedroom 7th Bathroom 2 TV Lounge 2 Drawing 2 Kitchen 2 Car Parking Used Hosue Good Condition Electricity And Gas Available Boring Regards,False,False,False,False,0,,,,2.0,Brand New (2025)
3455,G-13,3.5,5.0,4.0,5.0,4 Marla [( 25x40) 1000Sq. Ft] Tile Floor Double Story Full Furnished House For Sale In G-13 Islamabad * Structure Of House:- Ground Floor:- 2 Bedrooms 2 Washrooms 1 kitchen 1 TV Lounge A Big Car Parking Space First Floor:- 2 Bedrooms 2 Washrooms 1 Kitchen 1 TV Lounge 1 Servent Room+ bath This is the best opportunity to invest in a safe & secure place . This house is offer to its client to safe & bright his children life & future The house is available at the prime location of Islamabad sector G-13 Call now and get it for your beloved family,True,False,False,False,0,,,,2.0,Brand New (2025)
3456,G-13,3.6,5.0,4.0,4.0,G 13/1. Islamabad. For Sale G 13 Islamabad High Quality Beautiful Luxury House. Science 25*40. Double Story House Like New. With All Basic Amenities. Two Gas Meters Two Electric City Meters Two Car Parking. 4 Bedrooms Attached Bathroom TV Lounge 2 Kitchens. Mud Room. Best Location. Main Double Road Kashmir Highway Main Markets. Parks. Contact with Confidence.,False,False,False,False,0,1.0,2.0,1.0,2.0,Modern Era
3457,F-8,31.0,6.0,24.0,7.0,"Beautiful Location In F8 Margala View Near To Margala Road House For Sale More Details Contact Malik Hafeez Pic Not Allow Only For Visit According to our analysis, price of PKR Rs. 320000000 is quite a steal for the property in question. Just the fact that you will own a property at F-8/3 should be enough to give it a boost in no time at all. The demand for 600 Square Yards House is growing day by day. With new developments on the rise in Islamabad you can definitely find what you're looking for. A modern look House in a posh location is all you need to live your best life. Considering buying property? Explore your options here with the best offers listed. We're just a ring away. So, grab the phone and give us a call.",False,False,False,False,0,1.0,3.0,1.0,2.0,Recently Built
3460,Gulberg Residencia,5.15,6.0,10.0,5.0,Gulberg Islamabad is One of the best societies to have a peaceful living. This house is owner build and owner going abroad. Solid construction with esthetic sense. walking distance from D Markaz. plz call me for further details.,False,False,False,False,0,1.0,2.0,1.0,2.0,Brand New (2025)
3462,G-11,4.5,5.0,5.5,4.0,"Proper coner house for sale Available For Sale CDA Sector G-11 Islamabad. size 25 X 50 ( 5 Marla) Double Story House. Location Proper Corner very Near To School,mosque,park And Shopping Area. metro Station On Foot Distance. Great Opportunity For You, Don'T Miss It. . . Original Pictures And Video Are Attached Property Feature 4 Bedrooms Attach Bath 2 Tv Lounge. 2 Drawing Dining 2 Kitchens. Servant Quarter Car Porch Electric Meter Installed Water Boring In Working Form. all Basic Facilities Are Available . Dem 4 Crore 50 Lakh Feel free to Contact Azan Marketing Estate and Builder G13 Islamabad nearly Kashmir highway Islamabad",False,False,True,True,0,1.0,2.0,1.0,2.0,Modern Era
3463,F-8,28.0,6.0,22.0,7.0,PRIME LOCATION HOUSE AVAILABLE FOR SALE MORE DETAILS CONTACT MALIK HAFEEZ,True,False,False,False,0,2.0,1.0,2.0,2.0,Recently Built
3464,F-6,52.0,6.0,40.0,8.0,"Rare 1000 Sq. Yards Old House for Sale in Prestigious F-6/2, Islamabad A unique investment and residential opportunity in the heart of Islamabad this old house on a 1000 square yard plot is located in the elite and highly secure F-6/2 sector, known for its peaceful ambiance, lush greenery, and proximity to the citys core. The house features a traditional layout with generously sized rooms and open spaces, offering the perfect canvas for renovation or complete redevelopment. Property Highlights: Prime 1000 square yards corner/regular plot (depending on actual site) Solid old construction with multiple bedrooms, living areas, and servant quarters Beautiful mature trees and garden spaces Ideal for high-end residence or luxury redevelopment Wide road access, quiet surroundings Just minutes from Super Market, Blue Area, and Diplomatic Enclave This is a rare offering in one of Islamabads most exclusive neighborhoods perfect for end-users, diplomats, or investors seeking long-term value.",False,False,False,True,0,2.0,2.0,,,Recently Built
3465,G-8,5.8,2.0,6.0,3.0,"G-8/2 Islamabad: 6 Marla Old House _70ft Wide Street, 2nd Corner Plot_ _25x60 Size, CDA Transfer_ _Direct Access from Ibn-e-Sina Road & Metro_ _Margalla Facing, Breathtaking Views_ _Prime Location, Excellent Investment_ Demand: 5.80 Crore (Don't Miss This Opportunity!)",True,False,False,True,0,,1.0,1.0,2.0,Brand New (2025)
3466,I-9,5.15,3.0,9.0,4.0,"I-9/1 Luxury House For Sale! _30x70 Plot, 4 Bedrooms_ _3 Washrooms, DD, TV Lounge_ _Marble Flooring, 1 Kitchen_ _Margalla Facing, Breathtaking Views_ _Livable, Ready To Move_ Call Now For Details!",False,False,False,False,0,1.0,1.0,1.0,2.0,Vintage
3467,G-13,3.25,4.0,4.0,4.0,4marla 4beds neat and clean house for sale in G 13 1 Islamabad double storey double unit saprete meters pani bijli and gas Nice location demand 32500000,False,False,False,False,0,,3.0,1.0,2.0,Recently Built
3468,G-15,6.25,6.0,14.2,7.0,Sector G-15/1 Size (40x80) Double Road Margala Face Double Unit A+ Quilty Stylish Home,False,False,False,False,0,,,,2.0,Brand New (2025)
3469,Faisal Hills,2.8,5.0,8.0,5.0,"FAISAL HILLS BLOCK A Modern meets classical Rooted in tradition, built for today this Spanish residential elevation blends historic charm with modern living. It's where architectural heritage meets modern comfort, creating a space that feels both familiar and forward-thinking. Features: 1- Most ideal location in Faisal Hills A Block. 2- 50 feet wide Street. 2- Spanish Elevation. 3- 8 Marla (30x60) 4- Double unit house. 5- Nearest to the park, masjid and market . 6- 80 feet down Water boring is available. 7- Good quality material has been used. 8- 60 grade Ittehad steel 9- RCC foundation and Plinth Beam 10- Solid wooden doors. 11- A+ Grade Master tiles (size: 2x2) 12- Super & High gloss sheets for kitchens and wardrobes. 13- Best quality sanitary fittings (Porta). 14-GM cable 15- Berger Wall Putty and Paint 16- Pak Altech Aluminium 17- Heavy gauge Double side Main gate. 19- Gujrat Fans 20- Closest to the Main Double Road. 21- Most ideal location in Faisal Hills. 22-Rental value 1.2 lacs. *About the Property:* *Ground Floor* Drawing Room With Attached Bath. 2 Bedrooms With Attached Baths. TV Lounge. Kitchen. Loundary Area. 2 cars parking. *First floor* Drawing Room With Attached Bath. 2 Bedrooms With Attached Baths. Kitchen. TV Lounge. *Roof Top* 1 Bed Room 1 Washroom For more details and visit do call us we are available 24/7",False,False,True,False,0,1.0,2.0,,2.0,Brand New (2025)
3470,D-12,9.25,5.0,8.0,5.0,"For Sale Brand New 8 Marla House in D-12, Islamabad Discover a beautifully constructed brand new 8 Marla house located in the prime sector D-12, Islamabad. Designed with modern architecture and high-quality finishes, this home offers luxury and comfort in a peaceful environment. Key Features: Size: 8 Marla Brand new construction Stylish design with premium fittings Spacious bedrooms and modern bathrooms Elegant kitchen with high-end accessories Wide car parking space Ideal location in D-12 Solid construction with attention to detail Price: Rs. 9 Crore 25 Lakh (92500,000 PKR) Perfect choice for families seeking a modern home in one of Islamabads most sought-after sectors.",False,False,False,False,0,2.0,2.0,1.0,2.0,Brand New (2025)
3471,G-9,5.85,5.0,6.7,5.0,30*50 cda transfer new renovated house available in g-9/3,False,False,False,False,0,1.0,2.0,1.0,2.0,Brand New (2025)
3472,Pakistan Town,2.9,4.0,5.6,4.0,"The city of Islamabad offers hundred of housing options for renting and purchasing. By choosing this House, know that you're making a wise choice - one that you will later be proud of. Pakistan Town - Phase 1 is known for its easy access to amenities and public transport, so you should definitely check it out. This 1250 Square Feet House on offer will meet your family needs. Owning an ideally located property is a smart decision so make yours while it lasts. In case you are seeking good investment opportunities in the price range of Rs. 29000000 then look no further. Some of the prominent features of this property are as follows. Your kids can play to their heart's content in the play area adjoining the property. Now you can throw barbeque parties with ease with a dedicated barbeque area that comes with the House. Gather your family around and share the details of your day over dinner in the dining room that comes with your next home. You can wash your laundry in privacy with a dedicated laundry room that comes with the House. You can decorate the spacious drawing room space any way you like to entertain your guests. The mosque near the House is quite spacious and well-maintained. You can contact us right now for detailed investment options.",False,False,False,False,0,1.0,2.0,1.0,2.0,Recently Built
3474,G-13,3.65,4.0,4.0,4.0,25x40 double story house 04 bedrooms 04 washrooms 02 kitchen 02 TV launch Water bore and guess electricity available near Kashmir highway and market masjid park,False,False,True,False,0,1.0,2.0,1.0,2.0,Brand New (2025)
3475,Soan Garden,7.2,6.0,20.0,8.0,Good Location House Near Masjid Market Main Road The House on offer can fit your needs perfectly. Purchase your property today to secure your future. You can make a booking for the 20 Marla property available in the new project. The thriving city of Soan Garden gives plenty options for property investment. At a price of PKR Rs. 72000000 this is the best property you can find in Soan Garden. Settling down in Soan Garden can be the beginning of a comfortable and luxurious life. You can get rest of the details by calling us.,False,False,False,False,1,,,,,Recently Built
3476,DHA Phase 5,2.8,4.0,11.6,3.0,3 Bedroom 3 Bathroom Drawing Room Kitchen TV Lounge,False,False,False,False,0,1.0,3.0,2.0,2.0,Modern Era
3478,F-7,70.0,10.0,50.0,8.0,"Hurry Up Before This 18000 Square Feet House In F-7, Islamabad Gets Sold Out. It Can Be Difficult To Find A Property Exactly As You Require So A Price Of Pkr Rs 5Toda620,000,000 Is A Great Deal. This House Is A Great Investment Opportunity. A Comfortable Life Awaits You With This Property For Sale, So Don't Miss Out On This Opportunity. Hopefully, This Is The Perfect 11250 Square Feet House Matching Your Requirements. This Property In F-7 Brings You What You Need. for Any Kind Of Advice On Home Projects, You Can Book Your Session With Us Today.",False,False,False,False,0,1.0,2.0,1.0,2.0,Recently Built
3479,G-6,48.0,6.0,66.0,7.0,"Prime Location House Available For Sale More Details Contact The futuristic House in Islamabad for sale. If you're looking for a House for your family, we have the best property options to show you. This is the best opportunity for you to buy this property at the lowest possible price. A price of PKR Rs. 480000000 is quite reasonable for a property with modern furnishings. 1633 Square Yards units are available for sale in the best location, located near the city centre. This is why veteran investors and classified buyers pick G-6/3 to buy property. For more details on the property, contact us today.",True,False,False,False,0,1.0,2.0,2.0,2.0,Recently Built
3480,DHA Phase 1,3.7,4.0,11.0,3.0,"3 bedrooms, 4 bathrooms, separate servant room with attached washroom Spacious drawing & dining, 2 kitchens, TV lounge and powder room Back green lawn, walking distance to mosque and park Built by DHA, with solid structure, electricity, gas, waterall available 24hour security in gated community with servant room near to masjid , rantel Value 110000 Conatct for more information",False,False,False,False,0,1.0,1.0,1.0,2.0,Modern Era
3481,DHA Phase 1,4.0,4.0,11.0,3.0,"3 bedrooms, 4 bathrooms, separate servant room with attached washroom Spacious drawing & dining, 2 kitchens, TV lounge and powder room Back green lawn, walking distance to mosque and park Built by DHA, with solid structure, electricity, gas, waterall available 24hour security in gated community Reddit solar installed , neat house , Contact for more information .",False,True,False,False,0,1.0,1.0,1.0,2.0,Modern Era
3482,G-14,7.25,6.0,10.0,7.0,G 14 2 Size 35x70 10 Marla Brand New House For Sale Beautiful Location 7 Bedroom Washroom 2 TV Launch 2 Drawing Room 2 Kitchen 3 Car Parking,False,False,False,False,0,1.0,2.0,1.0,2.0,Brand New (2025)
3487,Bani Gala,5.25,7.0,15.0,7.0,triple story house for sale in bani gala islambad size 15 marla 7 bedrooms 8 bathroom,False,False,False,False,0,,3.0,,3.0,Brand New (2025)
3489,Bani Gala,3.3,6.0,10.0,5.0,"*Luxury 10 Marla Double-Story House for Sale in Bani Gala! * *Property Details:* - Location: Bani Gala, Islamabad - Property Type: 10 Marla Double-Story House - Bedrooms: 5- - Bathrooms: -6 (attached) - TV Lounge/2 - Dining area/2 - Kitchen/2 - Laundry area/2 - Drawing room/2 - Possibly a lawn or outdoor space *Luxury Features:* - Brand new and beautifully designed interior with high-end finishes - Modern and stylish design with large windows for natural light - Well-designed kitchen with premium fixtures and appliances - Elegant drawing room perfect for entertaining guests *Additional Features:* - 24/7 Security - Nearby amenities (parks, schools, shopping centers) - Easy access to main roads *Demand:* - PKR 3300,000 Would you like to know more about this property or schedule a viewing?",False,False,False,False,0,2.0,2.0,2.0,2.0,Brand New (2025)
3491,G-13,10.7,6.0,14.0,8.0,"The demand price is set pretty reasonably at Rs. 107000000. When you have a property of 14 Marla with maximum utilization of space, it will allow you to be truly creative with your furniture placement. Live your dream that awaits you in Islamabad. The prime location of this property in G 13 Islamabad makes it a real estate worth investing in. We can help you buy the best house in Islamabad. You can be the owner of your new house with the well-constructed property available for sale at a central location. Near To Park Near To School Near To Market And Mosque. You can read the property features below. 100 feet wide street, Size 4080. 8 Master Bedrooms 10 Washrooms 3 Kitchen 2 Tv Lough A big car porch having space for 4 cars. Looking for properties featuring gardens? Here is a comprehensive listing to search through. A separate prayer room in the House offers privacy to anyone looking to pray. A separate study room in the House is ideal for students, artists, and people working from home. Easy broadband and internet access to make the world your oyster. A luxurious 2 drawing room like this will surely inspire awe in your guests. Water and electricity are available. Our experts will respond to your questions as soon as possible.",True,False,False,False,0,,3.0,,,Brand New (2025)
